ticker,year,total_assets,current_assets,total_liabilities,current_liabilities,total_equity,retained_earnings,net_revenue,profit_after_tax,ebit,interest_expense,operating_cash_flow,market_cap
CRC,2024,1214924583000,597147580000,394449382000,257836125000,820475202000,150178763000,464663292000,66090112000,44160484000,18665428000,-13036883000,1640950404000
CRC,2023,647983322000,272362339000,245601724000,169953078000,402381598000,86544253000,354308685000,29453188000,29891641000,15549987000,99024376000,804763196000
CRC,2022,645977863000,277921149000,272486103000,170755817000,373491760000,57794532000,421735617000,24537057000,26008480000,16440265000,-174643000,746983520000
CRE,2025,7544856740000,6789964210000,1597888461000,1360223645000,5946968279000,706995282000,1323484652000,75098966000,98325234000,74010125000,296607945000,11893936558000
CRE,2024,7180709862000,4298280978000,1519100039000,1446244717000,5661609822000,634935707000,1538002600000,41786504000,94287221000,72849382000,-590055128000,11323219644000
CRE,2023,7101278143000,4960760376000,1480743623000,1123000271000,5620534519000,594159821000,933748542000,2055355000,3829040000,89178157000,-15753877000,11241069038000
CRE,2022,7617072451000,5105800891000,2002179307000,1996521994000,5614893144000,617131128000,3475714222000,194430986000,250960388000,149134996000,-2364307430000,11229786288000
CRV,2025,11987122072000,10615825828000,4408433775000,4351763334000,7578688297000,466414059000,331626284000,76276200000,119057026000,5489151000,1198584376000,15157376594000
CRV,2024,8914111960000,7572642757000,1397425816000,1056003022000,7516686144000,793600365000,2194917157000,462317388000,647597433000,24479685000,643302324000,15033372288000
CRV,2023,9344064766000,8043798447000,1839160692000,1770748407000,7504904074000,781799775000,3255055260000,987657390000,1208464415000,8687497000,-4295318626000,15009808148000
CRV,2022,9155942370000,8212612132000,2100696974000,1985306209000,7055245396000,332157061000,1254412149000,437768382000,550201233000,0,208179958000,14110490792000
CSC,2025,2135296402000,2061393340000,1203415674000,858470307000,931880728000,155894897000,880358219000,92239426000,113783771000,28554181000,164306666000,1863761456000
CSC,2024,2309496638000,2248727596000,1462648728000,1150534207000,846847910000,162072878000,595839363000,12682235000,21818261000,12765807000,-46247957000,1693695820000
CSC,2023,2435897527000,2368906495000,1599038165000,1442499800000,836859362000,254160078000,546046021000,79752482000,101507266000,8727368000,-180683231000,1673718724000
CSC,2022,2393078684000,2326225304000,1595059381000,1449456729000,798019303000,312109732000,1731390396000,362957014000,456325663000,7141845000,270510440000,1596038606000
CSM,2025,3822349117000,2964981655000,2458180384000,2392267278000,1364168733000,94320760000,4142874772000,42554678000,71371797000,69621802000,537287400000,2728337466000
CSM,2024,3815256503000,2907846266000,2455068096000,2384697161000,1360188408000,111961882000,4712176017000,72071490000,70989672000,95833072000,349429055000,2720376816000
CSM,2023,3884300875000,2862554202000,2560100408000,2458352535000,1324200467000,94086334000,5234906934000,60374642000,62385363000,152674419000,617032990000,2648400934000
CSM,2022,4204237007000,3012424468000,2902802808000,2751263290000,1301434199000,87157054000,5320632082000,79184939000,107392107000,114735151000,42034317000,2602868398000
CST,2025,2494160536000,1198260980000,1465973069000,1060090069000,1028187468000,213411943000,8498623790000,82749321000,103703255000,30438535000,169880547000,2056374936000
CST,2024,2651371484000,1498503637000,1580784371000,1325354371000,1070587113000,294817548000,9448093858000,130019867000,124220065000,20010251000,289571024000,2141174226000
CST,2023,2402054116000,1487702217000,1305683365000,1120608898000,1096370751000,404737630000,7905709421000,280454813000,349397967000,20532695000,249800804000,2192741502000
CST,2022,2369732633000,1272917850000,1387636253000,1189463066000,982096380000,397952853000,10388800089000,358298643000,424712347000,26929365000,1154381681000,1964192760000
CSV,2025,2058704288000,1678566437000,437085321000,421333701000,1621618967000,320737909000,2160143701000,229337947000,289270066000,6456562000,64779546000,3243237934000
CSV,2024,1858998057000,1464036583000,304981687000,304981687000,1554016370000,312968009000,1855578766000,258335378000,327233183000,2376789000,231431613000,3108032740000
CSV,2023,1721955384000,1303628521000,285728284000,285728284000,1436227100000,292365756000,1588441460000,230619246000,284733648000,4248347000,328010754000,2872454200000
CSV,2022,1718419083000,1247956593000,289501873000,289501873000,1428917210000,333757882000,2104251715000,407914026000,510173257000,2927189000,248025576000,2857834420000
CT3,2025,504883321000,472394849000,387469317000,387223714000,117414003000,4776349000,208693383000,156769000,-8465335000,0,-82266967000,234828006000
CT3,2024,638801247000,513500784000,520539741000,514263055000,118261507000,4609439000,248696122000,1567126000,4675130000,15273734000,-19426570000,236523014000
CT3,2023,698910331000,583329679000,581203950000,574472760000,117706380000,4054313000,318163099000,503911000,5318820000,19051787000,3960699000,235412760000
CT3,2022,675759372000,587255279000,558556903000,546440127000,117202470000,2661568000,390502868000,-4569402000,2270277000,17925069000,20691045000,234404940000
CT6,2025,187113907000,182772133000,115759440000,113875232000,71354468000,4926646000,140334970000,5359820000,5865362000,2487831000,16459002000,142708936000
CT6,2024,191022485000,173704475000,125027838000,122309303000,65994647000,-433174000,168375450000,2284160000,1959991000,2583694000,-8745092000,131989294000
CT6,2023,183541738000,164484039000,120465646000,117909844000,63076092000,-3351730000,209985598000,9116898000,8461697000,2328315000,4432067000,126152184000
CT6,2022,148078390000,127544226000,94119197000,91416891000,53959193000,-12468629000,83756459000,5836015000,5655724000,2004601000,3469117000,107918386000
CTB,2025,578276518000,415664737000,264675286000,252860667000,313601232000,99218834000,584375119000,38632121000,52057362000,3167891000,93855686000,627202464000
CTB,2024,709230451000,578994499000,404945339000,386746231000,304285111000,126921980000,684754473000,47317289000,59867429000,2254038000,24652013000,608570222000
CTB,2023,582070674000,362096033000,295665851000,283846959000,286404822000,109041691000,991294269000,50797873000,64887930000,13245022000,234374291000,572809644000
CTB,2022,880789582000,577707067000,621505202000,523870650000,259284380000,80812248000,1020944527000,49788062000,61449497000,13145094000,-107817498000,518568760000
CTF,2025,3950207142000,2988596059000,2866348696000,2618903424000,1083858446000,18429100000,8442227381000,12211795000,-25107433000,189212728000,8699853000,2167716892000
CTF,2024,3917631339000,2780516388000,2795119068000,2417958979000,1122512271000,57141470000,8174074327000,47935815000,40472907000,176547072000,-190468784000,2245024542000
CTF,2023,3657456636000,2591993219000,2582798831000,2220303698000,1074657805000,73283929000,7100782966000,44047121000,17083870000,157774499000,-643752878000,2149315610000
CTF,2022,2526696305000,1733807216000,1602051073000,1473296016000,924645233000,128077046000,6306535903000,117529863000,131666019000,62168652000,-543280457000,1849290466000
CTI,2025,4590137756000,423087832000,2711682299000,648910742000,1878455456000,520671029000,1476761711000,175417959000,239604094000,167216327000,376116634000,3756910912000
CTI,2024,4561347538000,481717178000,3037357353000,749053364000,1523990185000,386598801000,1111589982000,116158764000,125648927000,187850539000,300825493000,3047980370000
CTI,2023,4515715467000,366834880000,3105098183000,624971213000,1410617283000,289946901000,814388320000,80033960000,93656870000,221275574000,333016540000,2821234566000
CTI,2022,4496412954000,405068195000,3152415758000,594535016000,1343997196000,218329721000,893963558000,96768970000,113698916000,221638285000,354058777000,2687994392000
CTP,2025,153898553000,14898553000,5310214000,5310214000,148588339000,23159787000,52498253000,71273000,801897000,0,22687555000,297176678000
CTP,2024,155357127000,80353197000,6840060000,6840060000,148517066000,23088514000,37776526000,410561000,537771000,0,118821831000,297034132000
CTP,2023,193285802000,193276633000,45179296000,45179296000,148106506000,22677954000,88209673000,110797000,265810000,0,-119530000,296213012000
CTP,2022,175120252000,175105844000,27124544000,27124544000,147995709000,22567156000,117727248000,713775000,961810000,0,-138059000,295991418000
CTT,2025,733580141000,635429968000,661515255000,646967910000,72064885000,18417131000,2305608116000,16680917000,20612123000,2245552000,-7609240000,144129770000
CTT,2024,737471164000,614489166000,668868033000,651653926000,68603131000,15046347000,2292680784000,13310134000,17118868000,5145597000,67604725000,137206262000
CTT,2023,686268527000,538525319000,619693748000,594416285000,66574778000,13787709000,2276830497000,12051495000,15027961000,13004597000,150773351000,133149556000
CTT,2022,667599215000,515441250000,602850939000,584229614000,64748275000,12345035000,2260356591000,10608821000,15647992000,13107420000,14883796000,129496550000
CTW,2025,947635635000,213391108000,345039113000,182324313000,602596523000,83605979000,458422640000,88682823000,112187013000,11706688000,126406453000,1205193046000
CTW,2024,810865224000,168428521000,241964517000,142495277000,568900707000,92997188000,495575540000,103347375000,136220749000,9457582000,170506762000,1137801414000
CTW,2023,723791123000,120028951000,231299634000,129723407000,492491489000,40570326000,328560067000,41533189000,53439187000,12645684000,65472581000,984982978000
CTW,2022,715851772000,128540730000,233874493000,133686924000,481977279000,47321218000,317424788000,39871548000,55934997000,10286533000,63595478000,963954558000
CTX,2025,2507049227000,1344208950000,1284746272000,968833799000,1222302955000,424117180000,5999153519000,196807928000,273076169000,1163852000,39684530000,2444605910000
CTX,2024,1930490155000,524673039000,904995128000,748199520000,1025495027000,227312148000,160560665000,11278967000,1270530000,0,1192483000,2050990054000
CTX,2023,1966142082000,589604146000,948938523000,775025106000,1017203560000,215967015000,336593141000,35729266000,45536805000,0,162740011000,2034407120000
CTX,2022,2230856071000,768931510000,1249381778000,1056130867000,981474293000,180187027000,183933333000,5672628000,5048283000,0,120289695000,1962948586000
CVN,2025,463099241000,34208186000,67615333000,67615333000,395483908000,69606962000,47420007000,-9130890000,-8783875000,1874833000,37750385000,790967816000
CVN,2024,470257599000,70745545000,65642801000,65642801000,404614797000,78425792000,95734805000,1380055000,2075161000,3305971000,328915563000,809229594000
CVN,2023,478471931000,450794256000,74026444000,74026444000,404445487000,77101816000,102341625000,12277232000,13362975000,2495503000,-137530801000,808890974000
CVN,2022,401145541000,355403152000,8678937000,8503779000,392466605000,64830636000,107929119000,6946809000,8359352000,0,-6971749000,784933210000
CVT,2025,3149852872000,2533831043000,2130173611000,1495118011000,1019679261000,563763002000,2114456228000,49979876000,47846580000,130957273000,100774469000,2039358522000
CVT,2024,3334553022000,2588727672000,2364039218000,1681874372000,970513804000,513792544000,1711849860000,59817900000,88262717000,155612993000,266674790000,1941027608000
CVT,2023,3311682743000,2371405966000,2400165711000,1381842265000,911517032000,453984287000,1831801335000,40619519000,65064053000,193322081000,-62529834000,1823034064000
CVT,2022,3372478211000,2337160180000,2500760098000,1318754779000,871718113000,413374348000,2021541459000,94946367000,124466561000,161717506000,-121492324000,1743436226000
CX8,2025,85005715000,81825623000,56544375000,53903161000,28461340000,1189961000,102528850000,571231000,789039000,0,0,56922680000
CX8,2024,83536529000,79801157000,55347784000,52787662000,28188745000,990682000,89689543000,523679000,646405000,0,0,56377490000
CX8,2023,107436396000,103070302000,79489846000,76681937000,27946550000,797632000,88020789000,317065000,593632000,0,0,55893100000
CX8,2022,111379968000,106334232000,83326361000,81626814000,28053607000,979813000,92571504000,469526000,784554000,0,0,56107214000
CYC,2025,205118033000,181572953000,351978572000,351978572000,-146860538000,-238150588000,118921285000,-29758003000,-25588079000,49800000,-5431020000,-293721076000
CYC,2024,228753068000,198999307000,345855603000,345855603000,-117102535000,-208392585000,128505367000,-23548330000,-16196275000,104285000,-2819756000,-234205070000
CYC,2023,230360189000,192052969000,323914394000,307914394000,-93554205000,-184844255000,141664882000,-10413885000,-9607534000,7466068000,-3231515000,-187108410000
CYC,2022,230104227000,183072899000,313244547000,297244547000,-83140320000,-174430370000,188196962000,-7730451000,-6701084000,2362624000,5012126000,-166280640000
D11,2025,355476758000,256586789000,159416013000,153168205000,196060745000,23844134000,212284857000,8645489000,10153222000,0,56848449000,392121490000
D11,2024,364566989000,269172081000,175484910000,154970594000,189082079000,29359932000,106293882000,3896943000,665735000,0,-18118410000,378164158000
D11,2023,351003027000,253332286000,164928350000,144978229000,186074677000,34583954000,34876498000,4740118000,5668400000,35285000,23865043000,372149354000
D11,2022,344972502000,237582862000,161612715000,136227746000,183359787000,33989123000,133912266000,21812722000,27338246000,1794213000,28794537000,366719574000
D2D,2025,1401890509000,307200952000,681707273000,104917831000,720183236000,194108023000,780962493000,239896750000,301895751000,0,562414503000,1440366472000
D2D,2024,1516265991000,389993140000,769467064000,245889969000,746798927000,256708225000,346321382000,88209223000,112680038000,979452000,261444777000,1493597854000
D2D,2023,1558764866000,385911701000,622131102000,74557090000,936633763000,459774445000,194833190000,25753193000,31082871000,0,-39740944000,1873267526000
D2D,2022,1663639968000,570930236000,658808192000,87961023000,1004831776000,531835436000,130948545000,17181711000,20495629000,0,-91629861000,2009663552000
DAC,2025,14474533000,12411421000,16570630000,16570630000,-2096097000,-26501661000,49379997000,3668424000,2935114000,526545000,5701135000,-4192194000
DAC,2024,13399348000,10368627000,19163869000,19163869000,-5764521000,-30170086000,38218884000,-1951299000,-2373113000,580247000,303872000,-11529042000
DAC,2023,14081273000,9887915000,17894494000,17894494000,-3813222000,-28218786000,36463110000,-2028701000,-3751937000,738248000,2827825000,-7626444000
DAC,2022,20760564000,15216955000,22545085000,22545085000,-1784521000,-26190085000,44520476000,-6361977000,-6441614000,708921000,-48556000,-3569042000
DAD,2025,190417633000,169601581000,94094836000,94094836000,96322797000,38730562000,396301769000,10444438000,13500271000,0,0,192645594000
DAD,2024,163240409000,139846227000,65954762000,65954762000,97285647000,39693412000,500005872000,11400604000,15613876000,440180000,0,194571294000
DAD,2023,166402922000,141313121000,68349328000,68349328000,98053594000,41031389000,439809884000,14115939000,18158267000,374976000,0,196107188000
DAD,2022,167445202000,140650882000,72989761000,72989761000,94455440000,38139032000,366530993000,14460749000,19403705000,0,0,188910880000
DAE,2025,47821726000,43969445000,5542251000,5536251000,42279475000,16891745000,57930199000,2698338000,3419977000,0,0,84558950000
DAE,2024,50771124000,46185224000,8879198000,8870198000,41891926000,16504196000,66760160000,3165372000,4089880000,0,0,83783852000
DAE,2023,49216581000,36105446000,7546163000,7537163000,41670418000,16440956000,56690375000,3188611000,4022424000,0,0,83340836000
DAE,2022,47178366000,34874788000,8058837000,8049837000,39119529000,18319278000,63598481000,2868078000,3253490000,1568000,0,78239058000
DAG,2023,1442282316000,799004485000,1362099272000,871112743000,80183044000,-588077162000,1215493877000,-606750020000,-608801783000,89884819000,-15093606000,160366088000
DAG,2022,2178529769000,1447724272000,1491574559000,1244878817000,686955210000,18695003000,2242994029000,7389286000,12829504000,67158865000,-157280330000,1373910420000
DAG,2021,2028803407000,1359844413000,1349025142000,1123391918000,679778264000,12797842000,1953961275000,5929066000,12994288000,63081617000,-15729470000,1359556528000
DAG,2020,1739729428000,992581167000,1062864797000,851071668000,676864631000,97297298000,1756945906000,9769931000,20640153000,55833673000,71788261000,1353729262000
DAH,2025,996538836000,181312797000,145089173000,36719460000,851449663000,2855328000,52445212000,-70726441000,2154496000,13468642000,357104000,1702899326000
DAH,2024,1087640004000,19653187000,166239403000,17069407000,921400601000,72806266000,74268618000,6905284000,9545337000,14999777000,5934321000,1842801202000
DAH,2023,1122645677000,38844245000,200540845000,42538159000,922104833000,65958287000,47346799000,3797166000,4741423000,21009758000,136047260000,1844209666000
DAH,2022,1162099468000,278407817000,251344012000,34850003000,910755455000,62161120000,25664871000,43315815000,54346153000,19429967000,-23391230000,1821510910000
DAN,2025,2180999157000,657862536000,1330179658000,516175201000,850819499000,85993153000,647285780000,85749553000,108084256000,7709784000,55120883000,1701638998000
DAN,2024,1596130654000,567183522000,831060707000,400253160000,765069947000,70241659000,564732021000,69998059000,98080527000,7679163000,154208480000,1530139894000
DAN,2023,1294614992000,551460050000,584386505000,379141505000,710228487000,76808239000,576137923000,76564639000,95180364000,5300639000,-18051181000,1420456974000
DAN,2022,1074248114000,553297347000,424872981000,232430481000,649375133000,49557008000,555753536000,49313408000,67500657000,5380442000,44146921000,1298750266000
DAS,2025,157058887000,109107673000,105958714000,102884801000,51100173000,2710330000,731019345000,-1736774000,-13383464000,4116901000,6777166000,102200346000
DAS,2024,152608043000,99859357000,95440920000,90187022000,57167123000,8777279000,701116807000,4192816000,-7020842000,3850026000,-29056496000,114334246000
DAS,2023,110177454000,61767721000,52453147000,44674032000,57724307000,9334464000,517533855000,5078991000,-21205093000,4170044000,28126538000,115448614000
DAS,2022,134139589000,82385190000,80503417000,67371512000,53636171000,5246328000,658554568000,4079619000,-5741608000,5377799000,696084000,107272342000
DAT,2025,1532019183000,1273815555000,556706053000,556706053000,975313130000,222205320000,2533776164000,71850941000,82143397000,23672057000,130265382000,1950626260000
DAT,2024,1521136081000,1215365133000,620520945000,620175558000,900615137000,151854379000,2938534599000,58876691000,65561719000,35660730000,-146340526000,1801230274000
DAT,2023,1662600405000,1131857006000,820861960000,795844829000,841738445000,157410057000,2939736407000,75313545000,85192474000,60897297000,307614336000,1683476890000
DAT,2022,1752664283000,1286500397000,986372246000,942673216000,766292037000,90162716000,2994643717000,80098959000,88943864000,53948579000,26099564000,1532584074000
DBD,2025,2596213715000,1480040156000,860234785000,587673892000,1735978931000,529789573000,1865379590000,291940165000,349127958000,3846557000,615187352000,3471957862000
DBD,2024,2264206533000,1476280618000,603065717000,460154614000,1661140816000,497348350000,1727548388000,275181949000,329086212000,4058138000,264730279000,3322281632000
DBD,2023,1988909305000,1260686050000,556067765000,417989446000,1432841540000,478393492000,1651769579000,269054870000,322033585000,6998419000,293991484000,2865683080000
DBD,2022,1895717209000,1247789019000,540580153000,405457019000,1355137056000,426807726000,1554821495000,243555117000,298674259000,1915642000,165011992000,2710274112000
DBM,2025,105571313000,100319435000,36045377000,36045377000,69525936000,11214085000,219323294000,4644352000,5244332000,0,7014905000,139051872000
DBM,2024,100672453000,96168740000,33011347000,33011347000,67661106000,9349254000,213047142000,2794851000,2639804000,3068000,3716440000,135322212000
DBM,2023,106011633000,101487572000,36744686000,36744686000,69266947000,11225096000,236357993000,5618512000,5861674000,5756000,3833591000,138533894000
DBM,2022,109147682000,105156121000,40998553000,40998553000,68149128000,11924590000,257764496000,6318006000,6349678000,0,7749236000,136298256000
DBT,2025,990043959000,758926019000,699251262000,680020361000,290792697000,38122896000,860312767000,14400478000,8872826000,40650913000,-10851182000,581585394000
DBT,2024,993757091000,742334956000,709724177000,675728390000,284032915000,47813166000,868411343000,12252958000,16898314000,40113101000,-26796170000,568065830000
DBT,2023,855608264000,688911819000,607723197000,596351753000,247885067000,64196630000,811616215000,17466188000,22933467000,39533200000,361640000,495770134000
DBT,2022,840719747000,661295874000,616426858000,600017617000,224292890000,64557630000,754618415000,40500398000,19211438000,26248993000,-33323921000,448585780000
DC1,2025,216772850000,95114887000,152024050000,102691336000,64748801000,16665388000,127807883000,11064590000,8782309000,8858816000,4536373000,129497602000
DC1,2024,232380003000,121743755000,177054791000,121279430000,55325212000,7621200000,144741200000,7588017000,10423265000,7384637000,-2360026000,110650424000
DC1,2023,185127550000,111652391000,137390355000,105049514000,47737195000,33183000,147663853000,-1307197000,-2102751000,9217932000,15394195000,95474390000
DC1,2022,189162991000,165473178000,137703860000,135217994000,51459131000,7971867000,256893736000,2448574000,1572498000,3509642000,-35420707000,102918262000
DC2,2025,410779117000,301929749000,288268692000,288268692000,122510425000,6980532000,204338500000,5825764000,6185731000,11736122000,0,245020850000
DC2,2024,322381483000,253357713000,202709409000,202709409000,119672074000,7432671000,250229268000,5573791000,8383682000,11841372000,0,239344148000
DC2,2023,395958902000,328118634000,315757778000,309132778000,80201124000,2011662000,209968416000,1018546000,4204317000,26226191000,0,160402248000
DC2,2022,442456959000,382333195000,362750639000,352325639000,79706320000,5113539000,333088546000,3491614000,5709995000,15053812000,0,159412640000
DC4,2025,2473241722000,1705320139000,1213003618000,1192900891000,1260238104000,217504571000,1645644193000,181741900000,229001204000,22153977000,593056202000,2520476208000
DC4,2024,2420047732000,2028412536000,1613748445000,1219833263000,806299287000,175452367000,1094423751000,120371597000,151505416000,36014062000,-70334950000,1612598574000
DC4,2023,1677874343000,1308697117000,975842808000,963190003000,702031534000,128749546000,577971520000,107067097000,142253629000,16021858000,-135435537000,1404063068000
DC4,2022,1177607414000,858240351000,582642977000,574472871000,594964437000,21369002000,263873337000,-2054154000,-122644000,4090959000,-191470153000,1189928874000
DCF,2025,1685829402000,1246577367000,1034825001000,1030365751000,651004400000,85844269000,1969711686000,75539656000,92001982000,17413114000,-253117923000,1302008800000
DCF,2024,1041137089000,626116868000,556464720000,553684201000,484672369000,53189564000,1326405071000,39384165000,49652450000,8914787000,-182870857000,969344738000
DCF,2023,726293201000,507747402000,279415343000,273899722000,446877858000,16454822000,611228356000,10597688000,-5745991000,34031496000,-38322800000,893755716000
DCF,2022,486918939000,422613488000,199504578000,189821368000,287414361000,7159932000,379007559000,7045264000,9058107000,4909019000,-66082777000,574828722000
DCG,2025,360209848000,245782633000,251303676000,251303676000,108906171000,18592465000,515338334000,18592465000,22176357000,4446101000,4103932000,217812342000
DCG,2024,478123596000,336718216000,273900612000,273615676000,204222984000,25183265000,731875404000,41952028000,51689963000,4193060000,61021759000,408445968000
DCG,2023,421387983000,284808204000,256508722000,255959692000,164879262000,20084242000,554879911000,12163463000,18152065000,4964935000,-25681994000,329758524000
DCG,2022,432083286000,274690286000,248073377000,248073377000,184009909000,29091599000,735166877000,39162147000,48248409000,3078835000,121102679000,368019818000
DCH,2025,39804927000,20608931000,7267805000,7267805000,32537122000,606366000,14810691000,606366000,1025459000,0,0,65074244000
DCH,2024,41036214000,21617557000,8244523000,8244523000,32791691000,956595000,20981126000,956595000,1217377000,0,0,65583382000
DCH,2023,40160828000,18544960000,7885790000,7885790000,32275038000,488824000,17785363000,488824000,906962000,0,0,64550076000
DCH,2022,39696864000,18357055000,7467424000,7467424000,32229440000,492473000,12995302000,492473000,628608000,0,0,64458880000
DCL,2025,2426658881000,1365218266000,905374680000,672073493000,1521284201000,550904307000,1321589112000,20091202000,40949084000,49128552000,47790586000,3042568402000
DCL,2024,2424145752000,1432009216000,920952753000,654983520000,1503192999000,533387809000,1306797442000,54145500000,68767242000,25386684000,69812952000,3006385998000
DCL,2023,2277459686000,1403123810000,826667958000,618074637000,1450791729000,481560938000,1143946300000,62134364000,77157673000,29170083000,22530410000,2901583458000
DCL,2022,2105322888000,1422244637000,713665523000,554067519000,1391657364000,422843538000,1015685513000,112913963000,141447375000,36283011000,-450071016000,2783314728000
DCR,2025,253728654000,198461269000,176870903000,166872647000,76857751000,11751896000,228243720000,486398000,588370000,8438310000,5130734000,153715502000
DCR,2024,244831628000,185512299000,168460274000,155158690000,76371353000,11265498000,201285329000,210460000,744816000,9998536000,36916893000,152742706000
DCR,2023,261585011000,197147532000,185424117000,168377636000,76160894000,11055038000,194251369000,119670000,359240000,12603610000,-15570424000,152321788000
DCR,2022,237427968000,179888051000,161386744000,147903891000,76041224000,10935369000,267571405000,6068881000,7806053000,8488620000,-11652606000,152082448000
DCS,2025,25710561000,25710561000,28172956000,28172956000,-2462395000,-618180739000,16913705000,-637349271000,3667559000,994569000,12306037000,-4924790000
DCS,2022,677950345000,616006501000,45728673000,45728673000,632221672000,16503328000,18342807000,-130793000,-160291000,561642000,-19327229000,1264443344000
DCT,2025,797088275000,430818028000,1355522007000,1355522007000,-558433732000,-930101656000,249891843000,-62019701000,-116511271000,87572866000,6619054000,-1116867464000
DCT,2024,757739759000,361687240000,1254153789000,1254153789000,-496414030000,-868081955000,94879164000,-80328335000,-100114291000,87812792000,2732875000,-992828060000
DCT,2023,735676125000,309189871000,1151761821000,1151761821000,-416085695000,-787753620000,109026314000,-98932579000,-98443590000,75697009000,6185434000,-832171390000
DCT,2022,765371645000,314103861000,1082524761000,1082524761000,-317153116000,-688821041000,191701531000,-77594491000,-75548905000,73473556000,-1443956000,-634306232000
DDB,2025,329936335000,287067154000,177697292000,177697292000,152239043000,32318256000,401819774000,3039983000,5388540000,9869763000,17767327000,304478086000
DDB,2024,322368695000,274785141000,173169634000,173169634000,149199061000,29278273000,426754448000,4353848000,8264369000,9588137000,2879745000,298398122000
DDB,2023,521757961000,467444774000,373863161000,372816074000,147894800000,27974012000,610971166000,9575270000,12376686000,10982727000,-3146730000,295789600000
DDB,2022,429930291000,369898838000,311496260000,296405698000,118434030000,18398743000,444141519000,7164843000,9048951000,9279854000,-8195278000,236868060000
DDG,2025,1410940640000,485785755000,980803930000,977440060000,430136710000,-449831047000,69692769000,-335613816000,-322139312000,87216909000,21928739000,860273420000
DDG,2024,1703488449000,711995590000,920630811000,914671767000,782857638000,-102810825000,357793956000,-68756550000,-83547150000,99679192000,-129814700000,1565715276000
DDG,2023,1551597481000,572706713000,978513389000,711594850000,573084092000,-92924522000,653914644000,-205473530000,-212393299000,88119856000,96859222000,1146168184000
DDG,2022,1853268142000,790297361000,1074236664000,959887084000,779031478000,112602522000,974516227000,44306124000,61882373000,69790405000,65875593000,1558062956000
DDH,2025,66099039000,54545754000,27501306000,27501306000,38597733000,1954883000,84740997000,1954883000,2373434000,0,-693961000,77195466000
DDH,2024,66214540000,58431246000,27912470000,27912470000,38302070000,1693082000,69643168000,1693082000,2066959000,0,-27621756000,76604140000
DDH,2023,94131580000,84439635000,52241960000,52241960000,41889621000,5558560000,60997481000,5558560000,6814418000,0,22152072000,83779242000
DDH,2022,82075673000,68950198000,45448503000,45448503000,36627169000,311693000,56138112000,5546086000,3054807000,0,25935728000,73254338000
DDM,2025,339369080000,76635757000,1060937081000,535153667000,-721568001000,-861365763000,216483274000,89636021000,-53238577000,109854412000,14268033000,-1443136002000
DDM,2024,421096196000,96686566000,1232300218000,61144450000,-811204022000,-950880316000,258801585000,17105550000,-208318477000,109854412000,15814413000,-1622408044000
DDM,2023,526582799000,132319600000,1354892371000,75598395000,-828309572000,-969002058000,205913275000,-102314478000,-105969488000,21383844000,-1253192000,-1656619144000
DDM,2022,600052466000,137581234000,1325767560000,81658359000,-725715093000,-866614817000,384664646000,57874277000,49170261000,25384980000,90716256000,-1451430186000
DDN,2025,1020637627000,932212269000,813500332000,810771632000,207137295000,8779098000,1067919175000,4085916000,1952807000,7554832000,-19133074000,414274590000
DDN,2024,1172762265000,1080165523000,969000079000,966518479000,203762186000,13074539000,1392658710000,7624152000,2708778000,3965387000,2542423000,407524372000
DDN,2023,727180177000,641075714000,531042143000,528124718000,196138034000,5450387000,943404243000,1111199000,974601000,3211720000,34525445000,392276068000
DDN,2022,678625163000,592584309000,473758689000,471649532000,204866475000,14178827000,1184095087000,12267295000,14375597000,1059022000,17764314000,409732950000
DDV,2025,3038988023000,2473354026000,773815221000,767441909000,2265172802000,644311634000,5623677072000,630831837000,789282470000,903688000,554181625000,4530345604000
DDV,2024,2237085277000,1766632682000,460248307000,458007284000,1776836970000,189645659000,3365227497000,168349286000,210802167000,423463000,437828205000,3553673940000
DDV,2023,1925669354000,1313386595000,223582554000,221341531000,1702086800000,129300511000,3181035000000,68980874000,82926159000,1048283000,704098852000,3404173600000
DDV,2022,2115367775000,1338342781000,310008609000,307767586000,1805359166000,339751897000,3270264673000,360307638000,383138646000,1775160000,10602174000,3610718332000
DFC,2025,518984006000,350684250000,263322023000,218532280000,255661983000,44479810000,1311543701000,47231977000,53720892000,7701408000,0,511323966000
DFC,2024,503531216000,367154537000,255265210000,214571011000,248266006000,37083833000,1302972140000,40042720000,46674899000,8665753000,0,496532012000
DFC,2023,516171426000,370116352000,282048140000,235871563000,234123286000,22941113000,1202147765000,31374235000,33663103000,15890831000,0,468246572000
DFC,2022,611100973000,450706408000,438258471000,389680435000,172842501000,20142064000,1423232662000,26864010000,32528559000,14706561000,0,345685002000
DFF,2025,2705738138000,2060501348000,3192804673000,2722785579000,-487066536000,-1287066536000,293613199000,-724897067000,-725474499000,0,-171834205000,-974133072000
DFF,2024,3291114186000,2311076545000,3053198318000,2454516972000,237915868000,-562169004000,294137338000,-462558185000,-467751005000,227084869000,105441359000,475831736000
DFF,2023,3954672951000,2628335728000,3254198898000,1952503697000,700474053000,-99614551000,743421849000,-198663157000,-203993168000,223745025000,-15783242000,1400948106000
DFF,2022,4361796929000,2652046644000,3464840793000,1885603398000,896956136000,96629079000,1597633828000,1964603000,22810263000,142762668000,-684901233000,1793912272000
