ticker,year,total_assets,current_assets,total_liabilities,current_liabilities,total_equity,retained_earnings,net_revenue,profit_after_tax,ebit,interest_expense,operating_cash_flow,market_cap
BQN,2022,8702529612671,5310797364022,4065315204391,2281828555453,4637214408280,1578470286858,8983048393782,1179753971479,1654746815860,180054351511,953995219788,15872693208972
BQN,2023,8070821529251,3433919217886,5372554082741,4228432342897,2698267446510,687268379306,5801314510297,190078494883,545573195045,307975076440,277014666896,4370334171803
BQN,2024,8637692480061,3815463932948,4161511256840,2727323958832,4476181223220,1036816162453,9901394687684,1383846273763,1894368195421,164560353217,1631421801618,7184186979717
BQN,2025,9540437775771,5653114087585,4601796507078,3978247599539,4938641268692,2452419452907,9669777371757,1235670016388,1821867180525,277279660040,1547605732811,13147667761155
BRU,2018,5731782144557,2071522738597,4413257603282,4083110350633,1318524541274,481580511418,3338304212465,75226213644,402715274356,308682507301,77185833050,3847865566243
BRU,2019,6735375873554,2503326875089,2399303950540,1476923004774,4336071923014,1374334389960,5690760545153,907889253550,1317876964545,183015397607,1228179671659,12628491049330
BRU,2020,7955357897736,2887250303302,3044238242710,1961818493238,4911119655025,1593049405877,9858336185786,1721390640015,2294324969726,142586669706,2293402899977,9537394246781
BRU,2021,9161858309091,6070279171851,3766927346249,2650384743857,5394930962842,2947525711225,13440785703467,2156501799746,2880143832171,184516582488,2605645202399,6482525636267
BRU,2022,11098912470030,7104715454815,3718584752048,3376917404997,7380327717981,4322451630121,12443402097820,2017218300548,2678028500289,156505624603,2616740530537,17534325099179
BRU,2023,13524191419021,9331020568693,4727564110109,3553896375781,8796627308911,3802924474337,19423351965690,3418171264558,4445590526340,172876445642,3448472215831,25079497397221
BRU,2024,16097165345227,7422935788865,6416253240643,4588874880100,9680912104584,4229675982902,14410614222654,2811327507061,3825685498303,311526114475,2315948392362,32159544653893
BRU,2025,19617874884672,8670210096572,7476185493309,4115815483519,12141689391363,6408354607525,18847039944257,3647302356772,4866003513538,306875567572,4667709240661,16245240195087
BRX,2018,1797908320789,1107952190411,516381475655,367242424457,1281526845133,464076779257,1701080141235,200249131022,284720547363,34409133585,195635015305,2163972598705
BRX,2019,2018532143281,1193226441378,606386424799,439387825487,1412145718481,720078474683,2970907482440,419312455610,563400861857,39260292343,380469515781,2819570035325
BRX,2020,2253627744184,1234189658830,629830654161,366563588642,1623797090022,566012510411,3182095997705,370589282990,493014991282,29778387543,527292259962,4846308304179
BRX,2021,2543808988426,1414800798049,678110106084,388323763635,1865698882342,924212190252,2102586078040,219853911111,315756638974,40939250084,273061333767,3504374110466
BRX,2022,2974560937634,1655430381077,909073652527,523222357655,2065487285106,1136783315489,3083711143758,321544751079,434193124844,32262185995,295020645613,4364026545411
BRX,2023,3329196785110,2095907173144,1068467693893,802106877888,2260729091217,525726831554,5326638409124,655788074983,894943175758,75208082029,869860078365,4627167366929
BRX,2024,3853513802864,2683646442380,1004412401071,807642045094,2849101401792,1280465476868,3866448333399,447038889587,586869856735,28071244751,623140527902,8041836777368
BRX,2025,4487822920723,2578064112416,1184752657632,683780941889,3303070263091,1181318706801,4781544408103,653946215556,883323606860,65890837415,823796440284,11046567828203
BSA,2018,4590010725733,1752399056542,885337803179,758638060414,3704672922553,1285879784914,6165489201270,368048033574,520569158841,60509116873,439176342893,11262266913997
BSA,2019,5078665563568,2697969547032,1031572077665,635615916935,4047093485903,2349398351759,5667791916530,365658735159,539167798148,82094379199,327965256783,13055524676862
BSA,2020,5654943604528,2944483847523,1334527660220,1122672363553,4320415944308,2059366069204,7738486450739,468554246790,645020149403,59327340916,638426167149,6335947504525
BSA,2021,5822207731769,3143640599125,3956408928374,2894740476535,1865798803395,971959120752,6359065503074,-340109916222,-148973230887,276164164390,-487584170678,6423162251065
BSA,2022,6389494959077,4241522982946,1364288728937,927680298484,5025206230139,2110550070870,5004851071703,358914444899,515910390369,67267334244,365265364750,6473969292391
BSA,2023,7315883709559,4274563825925,1492949752110,1394738977795,5822933957449,3354438092170,5573464231615,348095721917,532460531737,97340879340,432400634585,21756931878069
BSA,2024,8646538952484,4450787005603,1982087546182,1262129285889,6664451406301,2592533333775,11842073764728,725888450327,998066831670,90706268760,998759972060,16658235315445
BSA,2025,9401870797887,6308336879698,2082126653166,1542366206523,7319744144720,2510429439536,12034495632919,799472036943,1091260228337,91920182158,694038662178,24813345729896
BSB,2018,8717810104894,4676214461626,2662953657286,1601780035963,6054856447608,3399236961604,12951954106531,1829500449874,2369244546381,82368984038,2085055755287,19803797022183
BSB,2019,10193213420280,5862633715260,2765311136626,1962728836512,7427902283653,4379474472439,12623304129833,1906106371092,2528888298921,146255335055,2598997932933,10435557238383
BSB,2020,11998089855934,5025794130326,3830652635642,3147588894720,8167437220291,3929347970250,18186861961858,2763177543133,3642875109460,188903180543,3780691484470,22757060216644
BSB,2021,13814838569665,5431288829495,4618411121310,3937265426831,9196427448355,2437937118696,12796006125539,1959633772769,2642646789569,193104573607,1610636297019,21690658355323
BSB,2022,16178339670577,10200971371744,5415635399443,3965507831140,10762704271134,5622031663800,16648364265765,2482949662070,3404127538414,300440460826,2397782185989,35957488934772
BSB,2023,18005727472530,8326261967232,5569715571555,3537768424886,12436011900975,4296229301479,15173001930086,2493169394750,3440017019291,323555275852,3537700679834,21817117163004
BSB,2024,20257867502812,14666286764126,6625018489323,4126852572645,13632849013488,3270189210657,14350236287034,2295454068149,3249539197289,380221612101,3085657946778,25657819485501
BSB,2025,22944427585747,15253089688591,6926682914391,4056662836774,16017744671355,4382836359888,35992681176309,5456696741472,7315123740707,494252813867,7964965962445,33819694477230
BSC,2018,6227283051042,3139478580499,4699300542373,3789318156342,1527982508669,603626317460,4540332481357,69179854597,215165790800,128690972554,75895874455,5529412494986
BSC,2019,6726244332855,2736785050956,3972482834217,2917441544292,2753761498637,855271065800,10676871521964,855794510405,1332630135652,262886997646,1033769512243,7323685033679
BSC,2020,6891825747510,2570115576873,4119669584672,2971728368075,2772156162838,1393009451479,4692950987658,357252377587,672614199374,226048727390,392432330685,6273713359260
BSC,2021,7108527090249,5079850254408,4019692796138,3324688718876,3088834294110,1209151902365,6725195972204,545595538761,976153191032,294158767580,475024798255,4425110863603
BSC,2022,7662653120404,5418425187671,4599925849299,2915146898102,3062727271104,1206854582033,8570631785037,619279262818,942745623832,168646545309,572288987230,10334044150684
BSC,2023,7706933838832,3625164261774,4463624031162,3718562076011,3243309807669,1299741250607,11152864074507,754380833199,1106124087519,163148046020,821712179928,9322100429174
BSC,2024,7909486701996,5202614516696,5043215912334,4106653394671,2866270789662,1562944019247,10104699352264,871421377829,1328528805313,239252083026,898319763632,5162683539578
BSC,2025,8108374652637,3079665134116,4569759520345,3790063649539,3538615132291,1864930307632,8962794015141,688997550044,1022215440730,160968503174,635489998905,11198130049467
BSD,2018,330024013120,157962499402,182063216096,166580069627,147960797023,41633664162,197533726279,35888018706,51637757870,6777734486,45101412206,417706468825
BSD,2019,366175557932,193167454427,190200927364,130001716465,175974630568,104779017086,231744998438,40713167823,61739164170,10847704390,57975482495,215699748464
BSD,2020,361302441757,235085525032,244531552153,171157332949,116770889604,52946009464,383232665546,4005102624,21760666388,16754288107,4565417265,145630932539
BSD,2021,412641232876,207852546522,240463625636,225360205812,172177607240,60334235103,442579844163,70626576444,101899303733,13616083177,86285514522,281128683750
BSD,2022,471978543601,328676094270,277359038654,262690503862,194619504946,47176689775,666746417809,114937711018,157474865751,13802726977,163010643318,696131950095
BSD,2023,497801863460,242584538159,262058205334,154415193580,235743658125,51684306454,766734267723,117491266785,160759142631,13895059149,176213767796,879670595749
BSD,2024,538087308703,295492310606,312506154933,262303532906,225581153770,76320901277,414860182406,67102424915,102582203463,18704172318,93952881329,446453091730
BSD,2025,511518935772,269065228713,327339059283,294789763399,184179876488,92303385330,442274126993,-22416150457,-3838383859,24181804213,-32243073755,515330124191
BSH,2018,7281388422377,4568050141361,3119120993217,2031454513718,4162267429159,946293857630,7532677790799,1096910698864,1511336146989,140197773408,889152556346,16355777184922
BSH,2019,8024587677921,4552378870551,3290560862880,2251813157383,4734026815040,962717585736,11899677199746,2021198213859,2671486586986,144988819662,1871187626199,11040944231892
BSH,2020,8866977876117,5927886009958,3521788358807,2939738355336,5345189517310,2711705712683,9546665554685,1357542984345,1878310474405,181381743974,1931406283456,12843559223226
BSH,2021,9573659521471,4625096003085,3922183316839,3518876781376,5651476204632,1232329612074,11857864425948,2107380919501,2777712524469,143486375092,1813418767975,16925072335411
BSH,2022,10472222604937,4562536372780,4559844203459,4194045735734,5912378401477,1965977415000,6110483555469,1034344044767,1457699020714,164768964754,1418235553170,8822558361794
BSH,2023,12012366705673,6740899206045,4586315572604,3087236184907,7426051133069,3699972117744,13457521675280,2411753475410,3324183051333,309491207071,2080434512675,18989909268557
BSH,2024,13710576879604,7237638137131,5419595413079,3627434960325,8290981466525,3675163706968,15836291889033,2497538886740,3288032733974,166109125548,3528959825242,28693592229914
BSH,2025,15398901458431,10491401982514,5566675457108,4830846300589,9832226001323,4118457343064,14071585010259,2233325398654,3076390974398,284734226080,2322625288819,35077262151697
BSY,2018,6530348794613,3654797389998,3186243385112,1876390118565,3344105409501,1497101167676,9285693044917,891451388989,1311270098933,196955862697,739738507724,10898803474257
BSY,2019,6525275290673,3299473632314,2945182876450,2209400195331,3580092414222,1819136540625,6755001750552,614572020859,957600350891,189385324817,643627555141,10054900588579
BSY,2020,6470163755466,3719449751045,3908772461650,2620713502058,2561391293816,815646179699,4743166618144,208866794226,496381665063,235298172280,170543180117,6745672132924
BSY,2021,6983066334862,2920004901573,3514656589212,3084534685186,3468409745650,1351935904580,7384636378122,723089173477,1074685539315,170824072468,1008012099921,5601791399002
BSY,2022,7326817783313,3233336260238,3423497938994,2972347220649,3903319844319,824908348240,4305759177281,475206384427,738646380346,144638399811,472495230482,7866701743430
BSY,2023,7565346185587,4871439496383,3769160512880,2822232318906,3796185672707,1221634079961,11216114363598,1236638548200,1731147742305,185349557054,1215405583323,11690010295218
BSY,2024,7588520189997,4492659256708,3703128203059,2572717814360,3885391986938,890569361585,6915298149411,866245421980,1273750478459,190943700983,867426501676,9792431432138
BSY,2025,8199870714618,4129464048383,4255276672590,2646650319724,3944594042027,1301256186468,11419045255922,1250459630671,1741498297421,178423759082,1115764789683,5355547720909
BSZ,2018,9507595723725,3980900341851,4170221633457,2852350518831,5337374090267,3067040361697,12732073068765,1122643821539,1576554049460,173249272535,1168942096802,21017957589095
BSZ,2019,10033599982842,4769710079105,7012274158539,4091845817421,3021325824303,933396578775,12506246637545,-545860137271,-313858758544,368466413045,-751366948636,8895617504153
BSZ,2020,11940460536484,5647562717456,5659997146963,5181140296711,6280463389521,1379240863084,13200554505447,1275963572485,1977185883507,382231417899,1025299527245,9614041855946
BSZ,2021,14529292986416,10383839658918,7349855264648,6271633775188,7179437721768,2224118030765,8822521756811,859887211060,1313741677410,238882663584,1069968425539,16159977195744
BSZ,2022,16798725442564,9370770296419,8051736634872,7071963379078,8746988807691,2982905916003,23944757226095,1758063239495,2460721844920,263142795550,1572922471459,13845732089583
BSZ,2023,19426559587361,14201933096115,9149463094137,8113920668470,10277096493223,4059875411428,26303433581969,2787427504279,3838043296109,353758915760,2539427468030,27284327598273
BSZ,2024,23417191628743,10027844461249,11144686873616,6791919371671,12272504755127,5518488632335,33331307712256,2847018432543,4106687818915,547914778236,3084964143300,34495290083908
BSZ,2025,26834091007072,9523128823802,11861189383529,7638110419024,14972901623542,5073945143925,22226245606633,1700523164746,2861712080015,736058124081,2426896639276,35511720184438
BTI,2018,9399446387506,4776733307571,2573812487379,1467610071273,6825633900127,2275110268785,10221774698677,842766243893,1181567009565,128109204698,716204863831,21799665388657
BTI,2019,9302308968324,6767035763635,5565963455428,4312919418603,3736345512896,1846146336462,4900383388557,66357152687,330618820912,247672380052,65328825448,11113248260964
BTI,2020,11038169954309,5751414730427,2808353270162,2018551034166,8229816684147,2068567552348,6475246414007,541185184431,841257178212,164775697674,608176214103,27732075813906
BTI,2021,13599960910734,6731436092907,3040099842377,2812354509005,10559861068356,5999575648284,17059389099506,1304345834723,1775155151508,144722858103,1619993899473,17044626947837
BTI,2022,15704455780210,6870264632787,4409833263821,4019632728881,11294622516388,5408546597287,15180837455385,1492822890058,2020486337629,154457725057,1737085271242,21603936082833
BTI,2023,18361432987699,7610009454226,4676381611606,3053587467205,13685051376092,8156690991765,13842922445274,1408623429821,2066217036801,305437749524,1428149123139,40855381323980
BTI,2024,22791441970965,16782979884535,6219334226795,4852837678514,16572107744169,5427049778246,28277356040959,2490582465956,3511997914798,398769832352,3560682221319,29783412060058
BTI,2025,27342204272275,19773470460839,5932195884329,4212448452734,21410008387945,12489804062221,19352354207477,1682392830002,2420319630266,317328592763,2146162525842,46458374741119
BTK,2018,10829216715855,7848348990521,5141580445019,3966894073081,5687636270836,1791333505237,11135235153797,1146910982102,1678789608956,245150881328,1169812421414,9903611885569
BTK,2019,11460670223806,5693724649275,6781475858313,4924546563555,4679194365492,1140390816075,9617635457992,-39391961892,383381256668,432621209033,-32686780820,12632485974995
BTK,2020,10734082255864,7236043830835,7625474330391,7086047365922,3108607925473,942411566953,9298572736535,382333581578,921802979642,443886002668,496336910472,8649750370944
BTK,2021,12784225735184,8394688818192,6471879971608,5724064428966,6312345763576,2106394760888,18300410045974,1764533996491,2657133304043,451465808429,2021636361793,7624837226808
BTK,2022,14824473849843,6243239252628,7774265233167,6403430267761,7050208616676,2637127582645,10819183155945,1303088153426,1996959805698,368099613915,1654734965259,21596590894776
BTK,2023,17218563816772,9196640779556,8912070432317,4932968604757,8306493384454,4374184252836,16944761448453,1959653333873,2849354199263,399787531921,2180522040605,14372022782014
BTK,2024,21065131854733,9725094543617,10902571964819,6081113156085,10162559889913,5886539268051,19843133347318,1987937792741,2960514222307,475591981381,2712136648647,25403110097793
BTK,2025,24275975720562,13535103684875,13265101932446,7442440964511,11010873788115,4211364194736,38076866141230,3793925317598,5586146750226,843740103228,3924105910163,20020707558462
BTM,2018,5068667665766,3674184086470,1416424735382,875525972700,3652242930383,1647367143158,6958735420034,1119717421420,1484102691509,84455914733,1621123432091,5892859805978
BTM,2019,5591927338782,3350773817903,1532415492232,1109112781422,4059511846550,1001947568025,8065988391985,1257589147033,1645679126001,73692692209,1152136294219,7374238027244
BTM,2020,5948902252394,3367821478853,3911549054743,2444174375600,2037353197651,526201864197,5443669594376,-294367961367,-161950205207,206009746501,-419361309879,3864132395387
BTM,2021,6499681889949,4224794879106,1598136717311,1274641416226,4901545172638,2655426601295,6449869954605,893246463593,1215890678100,99332598609,891835713162,13113621764509
BTM,2022,7488740313250,3713516568634,1812319146164,1297048499187,5676421167085,1191917800216,11608578308722,1974597053576,2545687745642,77441428671,1592678471087,21192164600858
BTM,2023,8559362221313,4795329043483,2101243998028,1609730687195,6458118223284,3028100784176,6295213496727,1096391959534,1439126070140,68636120722,983964023052,22852371858549
BTM,2024,9914518020276,5233080792097,2595474217418,1443597239876,7319043802858,3452861664725,11124969227751,1580248307886,2093832061347,118521676489,1720671583944,13436691020185
BTM,2025,11423924591343,8166760557466,3022047374815,2588969122217,8401877216527,4022319154995,9257267532083,1291937687936,1726758233800,111836123880,1146979691055,32847057370885
BTP,2018,411951240410,271991604406,263442635033,154397543659,148508605376,40286926448,557508319283,24406147862,41392535578,10884850749,28743181984,493824840910
BTP,2019,452299922465,196353032475,216982112897,160551080432,235317809568,131430277375,291270026832,23297211129,40189835574,11068321662,20267550939,647142801389
BTP,2020,426925263397,178417887726,275965781835,233256019351,150959481561,37350044784,297509923029,-2537973113,9864560345,13037026737,-2722289608,181523715697
BTP,2021,426103914754,248436426991,290132231200,169739811628,135971683553,74336448947,381421682614,22263796031,43251224860,15421479820,27051082680,509213296559
BTP,2022,449117494994,286097423245,219460062955,172585882455,229657432038,86566984372,602427343711,69250327256,97821997466,11259088396,70953458032,589574136911
BTP,2023,507223759233,207983204504,219021964367,124391867555,288201794865,136447611472,295096780634,28496299556,45465718410,9845343965,23440814615,775659486030
BTP,2024,572689288304,397841593434,240914932487,223975361576,331774355817,190355308234,752264895615,67488208088,99897902822,15537642712,58356015864,1263252670614
BTP,2025,607107527523,225338092194,253172887954,230260731406,353934639569,185163105255,357933394531,33705094695,59790116241,17658747871,42931658278,1120983233629
BTQ,2018,7415058329207,4588266373311,4127997502378,2892042862700,3287060826829,903353415012,11328759322291,57368978862,317794817027,246083593448,52050239115,8118994361011
BTQ,2019,8607635988633,5571743062776,2091201564634,1669480599218,6516434423998,3834558317283,5328512249014,690994609170,960207036679,96463775216,917900288236,13663809357401
BTQ,2020,9622710326866,3434216641336,2278306361444,1750062015911,7344403965421,2594077131919,5482604026699,833022433180,1149131024643,107852983168,748347190770,10068502560433
BTQ,2021,10835329707301,5420351331039,2697537546657,1617090008775,8137792160643,4449077614617,10326138932721,1507842791095,1978978697680,94175208810,1671222362921,16954656139406
BTQ,2022,12547597445582,5557726615385,2340894539608,1696483566807,10206702905973,4921099797065,13355870472513,1793712305613,2380737857209,138597475192,2294322521104,14760065061904
BTQ,2023,14119653784980,6474405332191,3152267707631,1776413151078,10967386077349,2637954870471,19443197039037,2499182055156,3335223073764,211245504819,2864866242313,31606600892514
BTQ,2024,13269240400090,6256047694769,9411104757903,7144523618986,3858135642186,1492005961672,9498407486994,-191172341269,251107864748,490073291335,-252097722635,5713265144016
BTQ,2025,15450370650281,7484678194676,3704704260692,3100380794620,11745666389589,2705835440566,10713520476814,1314566440637,1914576568967,271368518171,1241798247513,30462619099355
CAA,2018,5579287340547,3189825460824,3076138529501,2508851182353,2503148811045,991896834174,4552786346308,369645918715,598966795136,136909396741,311702496932,3577185111954
CAA,2019,6521231275315,2656112816671,3496078751759,2182602508680,3025152523555,951204603554,8559137327865,856149629327,1345440008638,275252971978,720751401360,6926411535326
CAA,2020,7354758796204,5468447652151,4156755642682,2724882014603,3198003153522,1397112598464,6758090711600,580451858809,872736110256,147171286745,669656412030,8736701358387
CAA,2021,8572478916174,5760744816683,4932146984682,4678283378513,3640331931492,1307826656453,10050090343292,1096023176501,1688419006836,318390036210,1385832315344,4511530828211
CAA,2022,9478457499696,4088642583330,5507013415115,4136667641865,3971444084580,1134179816447,8437099977126,808987424924,1496898118904,485663837748,1055142883577,14000783099917
CAA,2023,11200929809512,8194518193000,6800904230092,5757473443589,4400025579420,1600053875451,16271233342671,1328442851244,2092610642983,432057078928,1794838562257,13217645669609
CAA,2024,13109214802760,5749219776996,7025239607758,5936841010102,6083975195002,3375579239306,15479243803121,1414380196424,1995585549111,227610303580,1589275184163,13848562023850
CAA,2025,15355577163953,8624819580460,8987774250190,5744443580293,6367802913763,2130891791352,18958841788242,1728695737206,2535473461087,374603789578,2389536841537,23090866105898
CAE,2018,2960778647356,1453986061212,853157443134,487389741718,2107621204221,462731780414,3796622498520,239190663726,338197028435,39208698778,233326448959,4655199537234
CAE,2019,3142727174439,1563505432963,982870495122,726421835491,2159856679317,875025056636,4093987592723,263066764573,360254776284,31421320567,270356073313,7834447947129
CAE,2020,3406533305868,2270321222278,1129734650792,839870586939,2276798655076,1104568819566,3995971666451,218841881521,328679409558,55127057656,290725550972,7597899316368
CAE,2021,3556847897589,1353455059361,994587320313,876701263874,2562260577276,1335984420762,4338004337232,281436265178,402243041554,50447710081,396312829038,3795819857808
CAE,2022,3838883217405,2847950096294,1023558131802,791096208732,2815325085603,1603779118877,2862871503821,146956815486,221880981737,38184962378,121647194361,8647551141290
CAE,2023,4332897136001,2473005269742,1157469385574,804136732412,3175427750426,889654034125,2321267438923,177391764872,292097303273,70357597183,205576132257,10413630732860
CAE,2024,4706150937910,3495877140714,1462814819777,1165526093565,3243336118133,1922031419839,3459683200488,208372990197,345810598642,85344360894,247641167749,7772431155290
CAE,2025,5270837773718,2408223254842,1380367984356,1061808990690,3890469789362,1380269066300,4155983228752,348050078318,511064822497,76002224598,497298462621,9197059982645
CAG,2018,6584659356023,2414496353021,3808821229167,2913260139777,2775838126855,1022117420913,8616466317070,1401192708069,1917265648772,165774763685,1801677820753,7692240542105
CAG,2019,7678662853756,4738785567219,4729817347214,2708203777987,2948845506542,704491537401,11735625361012,1972682646922,2660809991796,194956683143,2415285293520,8335986053173
CAG,2020,7711187874465,3880518944460,5083520627144,3467593178064,2627667247320,1212742305935,7291901222890,104905206831,344209828224,213078319685,156253310160,9870423360366
CAG,2021,8409674181381,3891585685365,4795781337068,4375410027396,3613892844313,1487614305093,4387240782420,691590820526,1171655506481,307166980822,855947781912,10837328533022
CAG,2022,9058853899416,6200613992863,5439147721256,3026179128651,3619706178159,2005908739458,10394377160896,1786147473127,2535074536712,302390195302,2631369971595,10220836613291
CAG,2023,10098336292132,6859828331525,5975884714565,5233656779771,4122451577567,1644158074725,13058657193718,1871396223376,2629553414795,290308135574,2285086642440,6379796139501
CAG,2024,10059101280783,4722274630791,7279831513734,4856782185042,2779269767048,637919120336,14321411105614,244443771005,715358628383,409803914626,236000122504,6636822311503
CAG,2025,10820958308014,4892223100458,6380119249968,5430297461926,4440839058045,2474516280644,9426885991939,1463025373050,2064703180356,235921464042,1323926582058,13665867168625
CAH,2018,8043368911667,4206552695421,3737626808441,2612418290715,4305742103226,1312912943031,7698480732691,1325328086161,1849984528775,193324421074,1201750729287,6260939772798
CAH,2019,8880254146717,6140709951110,4487662356540,4133807767445,4392591790176,992573155921,7760133794077,1220346858578,1691985975253,166552402029,1600653007175,10955638844083
CAH,2020,8765150773093,5644254380380,4950342298868,3696166177653,3814808474224,1048503814871,13434902931200,-393495558323,-258388985547,233480462356,-338859562461,10642828643458
CAH,2021,9123414510230,3985728188835,4256075759431,2463216222354,4867338750799,1815287085951,8447091140281,1462170502283,1946426700331,118713572477,1589681128778,11723400727706
CAH,2022,9295719575022,4045141099441,4677318916467,3568569469131,4618400658555,1487845741367,10148807039738,1550381826176,2101027599890,163050317169,1443311797457,8050366353598
CAH,2023,9644678506029,7224530665895,4858528645208,3820043765456,4786149860820,2697334588304,8680409937656,1537572093335,2202013259592,280048142924,2182967437560,18357781048311
CAH,2024,10379339785111,4312179785544,5153898399848,4662710435653,5225441385262,1205714450025,13771940890006,2251061657374,3086790496889,272963425171,1970789067796,7767179348181
CAH,2025,10647194555070,7489391742986,4986022980338,3812726450145,5661171574731,3069542668858,15139926253219,2353192016449,3096615670413,155125649851,2677141427405,12298302748632
CAI,2018,3372764558131,1770408317857,1691393429470,1527308874009,1681371128661,703532964762,2366618559894,162088893345,279562035518,76950918837,153143393495,2060236854262
CAI,2019,3243797977484,1806924501831,2331438724869,2057577180044,912359252614,282203278958,3283072920394,-36039844049,96272164456,141321969518,-46849358544,1168392098101
CAI,2020,3501609574497,2233675061504,1641695246279,1085681994609,1859914328218,460997977773,3097828314040,256033016486,382513680380,62472409772,320701206269,3647801045976
CAI,2021,3920874746730,1992148217757,1847098138805,1160629138200,2073776607924,764196199039,5216803251761,487733527187,677491027417,67824118432,428941324175,5711770801599
CAI,2022,4420971563621,2969936455570,2033896013292,1644077787572,2387075550329,534418785777,3929326471227,274409235819,449503342754,106491797979,275336158737,8387459641349
CAI,2023,4565309132785,2755623892113,3145449703170,1974218978838,1419859429614,648090326030,4244428736640,7897481278,285494020454,275622168856,10982208217,1804688884052
CAI,2024,4511048440863,2270564799477,3347819115661,2626839380624,1163229325202,315314236840,2791574794167,70028139447,310089923256,222554748946,103325309269,1524892792008
CAI,2025,4862147960059,3274002510876,2422821670618,1654233806397,2439326289440,1361405294444,7286042585858,603382128955,883714369689,129486708495,487257521505,5221105607179
CBM,2018,9555360122678,4173482323145,3771520169005,2892884295878,5783839953673,1938683253373,8976774889177,560559874408,988207726431,287507883420,594837338079,11188888910395
CBM,2019,11352248661457,5023721708053,4239485874896,3860409984726,7112762786560,3669405546495,15048587750478,796495733556,1186646701764,191027034818,654616492476,26511912862786
CBM,2020,13365751919976,8537580973113,5911888831483,3327595385178,7453863088493,3007687033736,13577420915699,899903861146,1378309285921,253429459488,1206530697700,12007413059414
CBM,2021,15545746782309,8770905098703,6886290850572,6534736544241,8659455931736,2347510144996,17038835543895,523852802837,952867090768,298051087222,781823364106,30696738933945
CBM,2022,18816297617325,8441876119338,7274537518498,4308717631216,11541760098826,4912804476097,16340119579894,930856617584,1723229603001,559658831020,1164871640776,18027394660264
CBM,2023,19855732166832,11021450487607,14466643273305,13624347378871,5389088893526,3202656759535,12489566003182,-570036661350,365502074530,1078047901218,-569016331729,14235190835531
CBM,2024,23999565157400,11095207441559,9134769964500,7423966226045,14864795192899,6061086398453,34326105567040,1084833978748,1761500507439,405458034003,1594454480351,54301237107052
CBM,2025,29927547290355,14237348604155,11977530858705,8981062628630,17950016431650,8847057206175,28680631521714,1456596136743,2316008054224,495262883295,1691343784467,39496499878763
CBN,2018,4759054183471,1709041388461,1179742980382,842973381622,3579311203089,2123515423838,2983343465560,187618580469,316684215755,82160990168,224883705067,11524738899356
CBN,2019,5253354406986,3810658327611,1346501165647,972472788268,3906853241339,2149969378364,4177461384629,380566583080,510701632394,34993403544,539998148364,12405733838837
CBN,2020,5822174389633,3698570004342,1413454313875,1160369566846,4408720075758,2063456433395,3323530104163,208973289892,303499064753,42282452388,197724869828,15762460417516
CBN,2021,6556646394815,3803825122627,1439524869849,1127548870524,5117121524965,2894316337111,3958346887589,294534723117,478890268784,110721864888,241876429496,8978406757874
CBN,2022,7275550909060,4132662827316,1894598724539,1170806432161,5380952184520,1845057104264,8965734569874,673494679269,969174470680,127306121593,973533282156,12671324546621
CBN,2023,8161042554656,3392095664507,2247670970887,1668065927782,5913371583768,1740045626982,5404954313533,466357314278,676412008876,93465366028,421536016942,12666289980216
CBN,2024,8424715934689,3357593143936,2351729065641,2184609716575,6072986869047,3463012340563,8846212319952,766412327726,1128167810383,170152400724,1085725352677,7929719218337
CBN,2025,8886498248103,3148951867204,1889988198983,1778941301805,6996510049119,2682846176050,10848560860668,899808757781,1269215737680,144454790454,812685384221,13037274630098
CBO,2018,1853669085609,1152000274299,962431583713,651033813003,891237501896,272317590826,1471537277822,196978906706,301715137538,55491504155,190911517212,2511358719184
CBO,2019,1951997988647,956003996411,919018533613,862294909447,1032979455033,267193288427,3052723232115,384996960878,522020630535,40774429437,403856170507,2302975006047
CBO,2020,2022222971897,1190014129832,969254529691,644089092438,1052968442205,297485584639,1293405082320,151233474731,254881735550,65839892135,191381758881,2537354278115
CBO,2021,2019973606942,1474847693285,979616843385,909554228079,1040356763556,467776865722,1481234838652,161551334712,232448651921,30509483531,192508651678,3039578433643
CBO,2022,2047974415822,1223199900391,1007938878888,902735094493,1040035536933,215140748539,2546968770970,319599513286,479553861775,80054470167,383727757293,2277622401436
CBO,2023,2233464489510,1256254388010,1042380258406,731207306318,1191084231104,324792862723,2033806615635,230496038580,347263206971,59143158745,200130382790,3196677613503
CBO,2024,2312572938563,1675359399957,1186513088157,982643880856,1126059850406,592649027742,1379399693349,150852139184,247772164965,59206990985,156892308499,4481149565876
CBO,2025,2368453678646,1685491080774,1546454146717,1252716257783,821999531929,266357588970,2294225206583,-30886421811,28921303275,67529330540,-26819308683,995035461605
CBS,2018,1523090528105,1132418734716,608959469958,444187462650,914131058146,526359491178,1207552693480,169610780930,241029394585,29015918423,186372143729,3478274575702
CBS,2019,1600392292197,567631329156,1184417971844,886262803341,415974320352,232884776784,1144483068260,-59577926511,-29558960551,44913447588,-89201284605,598399235915
CBS,2020,1731634843067,1134534987906,772182478536,711044562611,959452364531,515839074016,1519634733533,172476774917,250768075992,35172107344,254346495884,3305138567052
CBS,2021,1871778210988,698931918269,871364706232,749771931547,1000413504756,540568950728,1611523736170,220380911019,326980277559,51504138785,263831992493,2577109669773
